Question,Class,Head,Head_POS,Neck_Label,Root_POS,PER,LOC,OBJ,TEM,NUM
How many movies has Drew Barrymore been in ?,NUM,How,WRB,np,VBN,0,1,0,0,0
How wide is the Atlantic Ocean ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
How many meters are in a mile ?,NUM,How,WRB,np,VBP,0,0,0,0,0
About how many soldiers died in World War II ?,NUM,About,IN,np,VBD,0,0,1,0,0
How many neurons are in the human brain ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many lakes are there on the Earth ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How long does a fly live ?,NUM,How,WRB,advmod,RB,0,0,0,0,0
How many pounds are there in a stone ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What amount of folic acid should an expectant mother take daily ?,NUM,What,WDT,np,VB,0,0,0,1,0
How many chairs are shown in Vincent Van Gogh's 188 work The Artist's Room in Arles ?,NUM,How,WRB,np,VBN,1,0,1,0,1
What are the chances of pregnacy if the penis does not penetrate the vagina ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
What month did the Edmund Fitzgerald sink ?,NUM,What,WDT,np,NN,1,0,0,0,0
When was the Brandenburg Gate in Berlin built ?,NUM,When,WRB,auxpass,VBD,0,1,0,0,0
How much of the silver production is manufactured by independent silversmiths ?,NUM,How,WRB,np,VBN,0,0,0,0,0
What percentage of the silver production is done by independent silversmiths ?,NUM,What,WDT,np,VBN,0,0,0,0,0
What date is Boxing Day ?,NUM,What,WDT,np,VBZ,1,0,0,0,0
How many inches tall is Stuart Little at birth ?,NUM,How,WRB,np,VBZ,0,1,0,0,0
How many Stradivarius violins were ever made ?,NUM,How,WRB,np,VBN,1,0,0,0,0
What century's the setting for TV's The Adventures of Robin Hood ?,NUM,What,WDT,poss,NN,0,1,0,1,0
What debts did Qintex group leave ?,NUM,What,WP,np,NN,0,1,0,0,0
How many types of cheese are there in France ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many '' eyes '' does a coconut have ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many websites are there in the world ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many points is a disk in the center hole worth in Crokinole ?,NUM,How,WRB,np,VBZ,0,0,1,0,0
What year did the War of 1812 begin ?,NUM,What,WDT,np,VB,0,0,1,0,0
How many verses are in the Bible ?,NUM,How,WRB,np,VBP,0,0,1,0,0
What seven digits follow the area code in the number for long distance information ?,NUM,What,WP,np,VBP,0,0,0,0,1
Independent silversmith's account for what percentage of silver production ?,NUM,Independent,JJ,poss,NN,0,0,0,0,0
What is the salary of a U.S. Representative ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What is the pig population of the world ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What is the most number of goals scored by a single team in an NHL hockey game ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,NUM,How,WRB,np,VBP,1,1,0,1,0
When did Mount St. Helens last erupt ?,NUM,When,WRB,aux,NN,0,1,0,0,0
When was child labor abolished ?,NUM,When,WRB,auxpass,VBN,0,0,0,0,0
How many three-letter permutations can be made from the four letters : c ?,NUM,How,WRB,np,VBN,0,0,0,0,1
What time of year is air travel the heaviest ?,NUM,What,WDT,np,VBZ,0,0,0,0,0
How many furlongs are there in a mile-and-a-quarter recetrack ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many millimeters are in a mile ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How big is a baby bald eagle ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What was the Great Britain population from 1699-172 ?,NUM,What,WP,ROOT,VBD,0,1,0,0,1
How many people did Randy Craft murder ?,NUM,How,WRB,np,VBD,1,0,0,0,0
How old is too old for a child to not be talking ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
When was the Hoover Dam constructed ?,NUM,When,WRB,auxpass,VBD,0,0,0,0,0
How many tenths of the Earth's surface lie under water ?,NUM,How,WRB,np,NN,0,1,0,0,0
What is the Pennsylvania state income tax rate ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What is the life expectancy of an elephant ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What is the fare cost for the round trip between New York and London on Concorde ?,NUM,What,WP,ROOT,VBZ,0,1,1,0,0
By how much will the California state gas tax rise by the year 2000 ?,NUM,By,IN,np,NN,0,1,0,1,0
How long is the border between Canada and the 48 conterminous states ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,1
What was Joe Namath's first contract worth ?,NUM,What,WP,ROOT,VBD,1,0,0,0,1
How old was Lucille Ball when the show '' I Love Lucy '' premiered ?,NUM,How,WRB,acomp,VBP,1,0,1,0,0
How many points is a bullseye worth in darts ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
What is the population of Kansas ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How much Coca Cola is drunk in one day in the world ?,NUM,How,WRB,np,VBZ,0,1,0,1,0
How many e-commerce companies are started every day ?,NUM,How,WRB,np,VBN,0,0,0,1,0
What is Judy Garland's date of birth ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
What is the length of border between the Ukraine and Russia ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
What is the average time to kiss somene ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How much caffeine is in a 16 oz cup of coffee ?,NUM,How,WRB,np,VBZ,0,0,0,0,1
How big is Australia ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
How loud is thunder ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
What is the probability that at least 2 out of 25 people will have the same birthday ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,1
How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?,NUM,How,WRB,np,VBD,0,1,0,1,0
How many elephants are left on earth ?,NUM,How,WRB,np,VBN,0,0,0,0,0
When was the first practical commercial typewriter marketed ?,NUM,When,WRB,auxpass,VBN,0,0,0,0,1
How long would it take to get from Earth to Mars ?,NUM,How,WRB,advmod,VB,0,1,0,0,0
How long was the OJ Simpson trial ?,NUM,How,WRB,advmod,VBD,1,0,0,0,0
What's the maximum number of clubs a golfer may use in a round ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many different countries export coffee ?,NUM,How,WRB,np,NN,0,0,0,0,0
How many continents are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
When did the Chernobyl nuclear accident occur ?,NUM,When,WRB,aux,VBP,0,1,0,0,0
Hitler came to power in Germany in what year ?,NUM,Hitler,NNP,ROOT,VBD,1,1,0,1,0
How many people die from tuberculosis each year ?,NUM,How,WRB,np,VBP,0,0,0,1,0
What is the horsepower of the shuttle boosters ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?,NUM,When,WRB,ROOT,VBD,1,1,0,0,0
How many years of bad luck follow breaking a mirror ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many people have died of tuberculosis ?,NUM,How,WRB,np,VBN,0,0,0,0,0
How many days does a typical mayfly live ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many votes in Congress dissented from the 1941 declaration of war with Japan ?,NUM,How,WRB,np,VBN,0,1,0,1,0
How many school districts are there in the United States ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How long did the Paris Commune hold out for against the rest of France ?,NUM,How,WRB,advmod,VBP,0,1,0,0,0
How much iron is in your body ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
When did Thatcher become prime minister ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How much do drugs to treat tuberculosis cost ?,NUM,How,WRB,advmod,VBP,0,0,0,0,0
How many logarithmic scales are there on a slide rule ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How hot should the oven be when making Peachy Oat Muffins ?,NUM,How,WRB,acomp,VB,1,0,0,0,0
How old is Britney Spears ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
How many people die from snakebite poisoning in the U.S. per year ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How high is the city of Denver ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
When was Florida admitted into the Union ?,NUM,When,WRB,auxpass,VBD,0,1,0,0,0
How many times a year does the American Gourd Society publish The Gourd ?,NUM,How,WRB,np,VB,0,1,0,0,0
What will the increase be in the California gas tax by 2000 ?,NUM,What,WP,aux,VB,0,1,0,1,0
How far is the longest hole in 1 on any golf course and where did it happen ?,NUM,How,WRB,advmod,VBZ,0,0,0,0,1
How big is a normal size penis for a 15-year-old ?,NUM,How,WRB,acomp,VBZ,0,0,0,1,0
How many American soldiers remain unaccounted from the Vietnam war ?,NUM,How,WRB,np,VBP,1,0,1,0,0
How many cables support the main span of the Golden Gate Bridge ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How much did Manchester United spend on players in 1993 ?,NUM,How,WRB,np,VB,0,1,0,1,0
How many years of schooling after highschool does it take to become a neurosurgeon ?,NUM,How,WRB,np,VB,0,0,0,0,0
When did Mount St. Helen last have a major eruption ?,NUM,When,WRB,aux,VBP,0,1,0,0,0
How long has L.L. Cool J. been married ?,NUM,How,WRB,advmod,VBN,0,1,0,0,0
How much did a knight's armor weigh ?,NUM,How,WRB,np,NN,0,0,0,0,0
How tall is Prince Charles ?,NUM,How,WRB,acomp,VBZ,1,0,0,0,0
What is the weight of air ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How tall is the replica of the Matterhorn at Disneyland ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
How many pins are used in skittles ?,NUM,How,WRB,np,VBN,0,0,0,0,0
What was the first minimum wage ?,NUM,What,WP,ROOT,VBD,0,0,0,0,1
How many types of lemurs are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many claws has a lobster called a pistol lost ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
What is the population of the United States ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
When did the American Civil War end ?,NUM,When,WRB,aux,NN,1,0,1,0,0
How long does it take the moon to revolve around the Earth ?,NUM,How,WRB,advmod,VB,0,1,0,0,0
When did the vesuvius last erupt ?,NUM,When,WRB,aux,NN,0,0,0,0,0
When did the supercontinent Pangaea break up ?,NUM,When,WRB,aux,VB,0,0,0,0,0
What do Englishmen weigh themselves in ?,NUM,What,WP,aux,VB,0,1,0,0,0
How big is the Electoral College ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
How long does it take to travel from Tokyo to Niigata ?,NUM,How,WRB,advmod,VB,0,1,0,0,0
What is the starting salary of a radiographer ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,NUM,What,WDT,np,VBZ,1,0,0,0,0
How many American actors were nominated for the best actor Oscar for 1983 ?,NUM,How,WRB,np,VBN,1,0,0,1,0
How long was the longest sneezing attack ?,NUM,How,WRB,advmod,VBD,0,0,0,0,0
When did Nixon visit China ?,NUM,When,WRB,aux,VB,1,1,0,0,0
What's the third month of the Gregorian calendar ?,NUM,What,WP,ROOT,VBZ,0,0,0,1,0
How many queen bees reign in a hive ?,NUM,How,WRB,amod,VBP,0,0,0,0,0
What chapter of the Bible has the most verses ?,NUM,What,WDT,np,VBZ,0,0,1,0,0
In what year was the Wall built ?,NUM,In,IN,np,VBN,1,0,0,1,0
When was Christ born ?,NUM,When,WRB,auxpass,VBN,0,0,0,0,0
What season does a hiemal activity normally take place in ?,NUM,What,WDT,np,VBP,0,0,0,0,0
What is the world record for the longest hair ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How much does one ton of cement cost ?,NUM,How,WRB,advmod,VBZ,0,0,0,0,1
How many sides does an obelisk have ?,NUM,How,WRB,np,VB,0,0,0,0,0
In what year was the cannon invented ?,NUM,In,IN,np,VBN,0,0,0,1,0
How many languages does the Pope speak ?,NUM,How,WRB,np,VB,1,0,0,0,0
How many feet high is the hurdle in front of a runner's steeplechase water jump ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How many calories are there in a glass of water ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the chemical reactivity of neon ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many countries watch MTV Europe ?,NUM,How,WRB,np,VBP,0,1,0,0,0
What is the airport code for Los Angeles International ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How many eyes does a bat have ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many maids were milking ?,NUM,How,WRB,np,VBG,0,0,0,0,0
What geological time do we live in ?,NUM,What,WDT,np,VB,0,0,0,0,0
When was China's first nuclear test ?,NUM,When,WRB,ROOT,VBD,0,1,0,0,1
How much can a person be fined for having a dog on a beach ?,NUM,How,WRB,np,VBN,0,0,0,0,0
When is Dick Clark's birthday ?,NUM,When,WRB,ROOT,VBZ,1,0,0,0,0
What seven digits follow the area code in the number for long distance information ?,NUM,What,WP,np,VBP,0,0,0,0,1
When was the bar-code invented ?,NUM,When,WRB,auxpass,VBD,0,0,0,0,0
How many cards is each player dealt in Contract Bridge ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How old was Stevie Wonder when he signed with Motown Records ?,NUM,How,WRB,acomp,VBD,1,1,0,0,0
What year was the Avery Dennison company founded ?,NUM,What,WDT,np,VBD,1,0,0,0,0
Where does the U.S. rank among world countries in area ?,NUM,Where,WRB,nc,NN,0,1,0,0,0
What is the price for AAA's liability auto insurance ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How many people live in cities ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How high must a mountain be to be called a mountain ?,NUM,How,WRB,acomp,VB,0,0,0,0,0
How many mines can still be found in the Falklands after the war ended ?,NUM,How,WRB,np,VBN,0,1,0,0,0
How many gallons of water go over Niagra Falls every second ?,NUM,How,WRB,np,VB,1,0,0,0,1
How many copies of an album must be sold for it to be a gold album ?,NUM,How,WRB,np,VBN,0,0,0,0,0
How many tiles did the Space Shuttle Columbia lose on its second flight ?,NUM,How,WRB,np,VB,0,1,0,0,1
How many teaspoons make up a tablespoon ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What fraction of a beaver's life is spent swimming ?,NUM,What,WDT,np,VBN,0,0,0,0,0
How much will gas be taxed in California by the year 2000 ?,NUM,How,WRB,np,VBN,0,1,0,1,0
How many dots make up the symbol for '' because '' ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many zip codes are there in the U.S. ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How long does it take the Milky Way Galaxy to make one revolution ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many people own pets ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How long does it take different materials to decompose ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How many colors are there in a rainbow ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many Marx Brothers were there ?,NUM,How,WRB,np,VBD,0,0,0,0,0
How tall is the Matterhorn ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
When was Babe Ruth born ?,NUM,When,WRB,auxpass,VBN,1,0,0,0,0
How many Beanie Baby sites are there ?,NUM,How,WRB,np,VBP,1,0,0,0,0
How much money did the Marcos steal from their country ?,NUM,How,WRB,np,VBP,1,0,0,0,0
How many innings constitute an official baseball game ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many flavors does Baskin & Robbins offer ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How much in miles is a ten K run ?,NUM,How,WRB,np,VBZ,0,0,0,0,1
When was Beethoven born ?,NUM,When,WRB,auxpass,VBN,1,0,0,0,0
How long ago was the Roe vs. Wade decision by the Supreme Court ?,NUM,How,WRB,advmod,VBD,1,1,1,0,0
What is the size of the student body at the University of Massachusetts in Amherst ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How many different kinds of ice cream are there ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is Columbia Tristar's phone number ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
When did Jaco Pastorius die ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How often are brain cells replaced ?,NUM,How,WRB,advmod,VBP,0,0,0,0,0
How much did Mercury spend on advertising in 1993 ?,NUM,How,WRB,np,VB,0,1,0,1,0
What's the American dollar equivalent for 8 pounds in the U.K. ?,NUM,What,WP,ROOT,VBZ,1,1,0,0,1
What year did Charles Dicken die ?,NUM,What,WDT,np,VBP,1,0,0,0,0
When did the last Americans leave Vietnam ?,NUM,When,WRB,aux,VBP,1,1,0,0,0
How many people died when the Estonia sank in 1994 ?,NUM,How,WRB,np,VBD,0,1,0,1,0
How many colors are there in a rainbow ?,NUM,How,WRB,np,VBP,0,0,0,0,0
What is the average salary of a paleontologist ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many endangered species are there in the world ?,NUM,How,WRB,np,VBP,0,0,0,0,0
When was the last major eruption of Mount St. Helens ?,NUM,When,WRB,ROOT,VBD,0,1,0,0,0
How much did the first Barbie doll sell for in 1959 ?,NUM,How,WRB,np,NN,1,0,0,1,1
How many head injuries are there in recreational ice skating each year ?,NUM,How,WRB,np,VBP,0,0,0,0,0
A normal human pregnancy lasts how many months ?,NUM,A,DT,np,VBZ,0,0,0,1,0
What is the first day of the week ?,NUM,What,WP,ROOT,VBZ,0,0,0,1,0
How many of them are in sub-Saharan Africa ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many flavors of ice cream does Howard Johnson's have ?,NUM,How,WRB,np,VB,1,0,0,0,0
How many freckles does Howdy Doody have on his face ?,NUM,How,WRB,np,VB,1,0,0,0,0
How tall was the animated King Kong ?,NUM,How,WRB,acomp,VBD,0,1,0,0,0
What is the population of Japan ?,NUM,What,WP,ROOT,VBZ,0,1,0,0,0
How much did Alaska cost when bought from Russia ?,NUM,How,WRB,np,VB,0,1,0,0,0
How many events make up the decathlon ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many bails are there in a cricket wicket ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many letters appear with the numbers 2 to 9 on a telephone dial ?,NUM,How,WRB,np,VBP,0,0,0,0,1
What was the minimum wage in 1991 ?,NUM,What,WP,ROOT,VBD,0,0,0,1,0
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,NUM,When,WRB,aux,VBG,1,0,0,0,0
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,NUM,How,WRB,np,VB,0,1,0,0,0
How many people hike ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many people died on South Carolina highways in 1998 ?,NUM,How,WRB,np,VBD,0,1,0,1,0
What is President Nixon's birthdate ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
How many people died in the Vietnam war ?,NUM,How,WRB,np,VBD,0,1,0,0,0
What year did Montana become a state ?,NUM,What,WDT,np,VB,0,1,0,0,0
When was the USSR dissolved ?,NUM,When,WRB,auxpass,VBD,0,1,0,0,0
How many objects orbit the Earth ?,NUM,How,WRB,np,VBP,0,1,0,0,0
How many muscles does the average adult use when going for a walk ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
How long do you have to live in a community to vote ?,NUM,How,WRB,advmod,VB,0,0,0,0,0
How big is the Chappellet vineyard ?,NUM,How,WRB,acomp,VBZ,0,1,0,0,0
What is the frequency of VHF ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How many islands does Fiji have ?,NUM,How,WRB,np,VB,0,1,0,0,0
What percentage of the world's plant and animal species can be found in the Amazon forests ?,NUM,What,WDT,np,VBN,0,1,0,0,0
How many electoral college votes does Colorado have ?,NUM,How,WRB,np,VB,0,1,0,0,0
How many bottles of wine were prisoners in the Bastille allowed per day ?,NUM,How,WRB,np,VBD,0,1,0,0,0
When was the Big Thompson flood ?,NUM,When,WRB,ROOT,VBD,0,0,0,0,0
How many hours of work does it take a typist to complete a 100-page screenplay ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many times does the tide ebb and flow each day ?,NUM,How,WRB,np,NN,0,0,0,1,0
What's the Fahrenheit equivalent of zero degrees centigrade ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,1
How many muscles does an oyster have ?,NUM,How,WRB,np,VB,0,0,0,0,0
How many characters makes up a word for typing test purposes ?,NUM,How,WRB,np,VBZ,0,0,0,0,0
What was the 1940 annual salary for a boilermaker ?,NUM,What,WP,ROOT,VBD,0,0,0,1,0
What is Maurizio Pellegrin's age ?,NUM,What,WP,ROOT,VBZ,1,0,0,0,0
How many thousands of students attend the University of Massachusetts ?,NUM,How,WRB,np,VBP,0,1,0,0,1
About how many Americans are still unaccounted for from the Vietnam war ?,NUM,About,IN,np,VBP,1,0,1,0,0
What is the chemical reactivity of neon ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
When are the Oscars Academy Awards in 1999 ?,NUM,When,WRB,ROOT,VBP,0,1,0,1,0
When was Dubai's first concrete house built ?,NUM,When,WRB,auxpass,VBN,0,1,0,0,1
What are the odds of giving birth to twins ?,NUM,What,WP,ROOT,VBP,0,0,0,0,0
What is the amount of money owed for illegally having a dog on a beach ?,NUM,What,WP,ROOT,VBZ,0,0,0,0,0
How big is the largest diamond ?,NUM,How,WRB,acomp,VBZ,0,0,0,0,0
When did the original Howdy Doody show go off the air ?,NUM,When,WRB,aux,VB,1,0,0,0,0
How many languages are there in the world ?,NUM,How,WRB,np,VBP,0,0,0,0,0
How many inches over six feet is Tom Selleck ?,NUM,How,WRB,np,VBZ,1,0,0,0,1
How much could you rent a Volkswagen bug for in 1966 ?,NUM,How,WRB,np,VB,0,1,0,1,0
How much stronger is the new vitreous carbon material invented by the Tokyo Institute of Technology compared with the material made from cellulose ?,NUM,How,WRB,advmod,VBZ,0,1,0,0,0
How much do tuberculosis combatting drugs cost ?,NUM,How,WRB,np,VBP,0,0,0,0,0
